                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                 1.6822,                 3.3487,                 1.7378,                 0.5179,                 0.3685,                 0.3923,                0.28053,                 1.3983,                 2.2294,                  1.476,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     71,                 1.7131,                 3.1158,                 1.7175,                0.47109,                 0.3861,                0.40037,                0.28775,                 1.3956,                 2.2345,                 1.4729,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     72,                 1.7264,                 3.2593,                 1.7034,                0.48573,                0.36383,                0.40714,                 0.2908,                 1.3844,                 2.2128,                 1.4654,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     73,                 1.6634,                 3.1563,                 1.6823,                0.48993,                0.37727,                0.40912,                0.29241,                 1.3836,                 2.2175,                 1.4708,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     74,                 1.6513,                 3.1724,                 1.6792,                0.48098,                0.38145,                 0.4068,                 0.2916,                 1.3783,                 2.2635,                 1.4654,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     75,                 1.6399,                  3.097,                 1.6565,                0.65442,                0.30897,                0.41246,                0.29578,                 1.3739,                  2.249,                 1.4646,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     76,                 1.7147,                 3.2525,                 1.7218,                0.40881,                  0.433,                0.40491,                0.28807,                 1.3766,                 2.2595,                 1.4618,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     77,                 1.6342,                 3.0597,                 1.6451,                0.55274,                0.35912,                0.40653,                0.29169,                 1.3661,                 2.2623,                 1.4542,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     78,                 1.6745,                 3.1838,                 1.6774,                0.65911,                0.31472,                 0.4079,                0.28942,                 1.3718,                 2.2634,                 1.4581,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     79,                  1.661,                 3.1707,                 1.6991,                0.53348,                0.35159,                0.40147,                0.28829,                 1.3779,                 2.2545,                 1.4564,             2.7108e-05,             2.7108e-05,             2.7108e-05
