                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                   1.95,                  3.713,                 1.8629,                0.10094,                0.26381,                0.18885,                0.12413,                 1.7856,                 3.2115,                 1.7782,             9.7794e-05,             9.7794e-05,             9.7794e-05
                     20,                 1.9755,                  3.763,                 1.8749,                0.10272,                0.28258,                0.19717,                0.13167,                 1.7694,                 3.1479,                 1.7626,             9.6616e-05,             9.6616e-05,             9.6616e-05
                     21,                 1.9574,                 3.7007,                 1.8739,                 0.1148,                0.29681,                0.21646,                0.15057,                 1.7561,                 3.0896,                  1.749,             9.5438e-05,             9.5438e-05,             9.5438e-05
                     22,                 1.9596,                 3.6415,                 1.9008,                0.29521,                0.22094,                0.22276,                0.15482,                 1.7504,                  3.048,                 1.7317,              9.426e-05,              9.426e-05,              9.426e-05
                     23,                 1.9396,                 3.7102,                 1.9017,                 0.4804,                0.18899,                0.23451,                0.16452,                 1.7265,                 2.9707,                 1.7113,             9.3082e-05,             9.3082e-05,             9.3082e-05
                     24,                 1.9151,                 3.6481,                 1.8432,                0.11584,                0.38451,                0.25167,                0.17057,                 1.7108,                 2.9081,                 1.7044,             9.1904e-05,             9.1904e-05,             9.1904e-05
                     25,                 1.9099,                 3.7102,                 1.8356,                0.61238,                 0.1854,                0.26234,                 0.1787,                 1.6887,                  2.864,                 1.6866,             9.0726e-05,             9.0726e-05,             9.0726e-05
                     26,                 1.8661,                 3.4147,                 1.8046,                  0.579,                0.19658,                 0.2618,                0.18124,                 1.6684,                 2.7959,                 1.6725,             8.9547e-05,             8.9547e-05,             8.9547e-05
                     27,                 1.8106,                  3.428,                 1.7636,                0.62712,                0.18364,                 0.2635,                0.18307,                 1.6561,                 2.7398,                   1.66,             8.8369e-05,             8.8369e-05,             8.8369e-05
                     28,                 1.8297,                 3.5137,                 1.7815,                0.61603,                0.20042,                0.28201,                0.19309,                 1.6515,                 2.6895,                 1.6464,             8.7191e-05,             8.7191e-05,             8.7191e-05
                     29,                 1.7472,                 3.4576,                 1.7601,                0.63257,                0.19843,                0.29668,                0.19418,                 1.6465,                 2.6702,                 1.6431,             8.6013e-05,             8.6013e-05,             8.6013e-05
                     30,                 1.7533,                 3.3712,                  1.731,                0.59053,                0.23339,                0.30514,                0.19841,                  1.635,                  2.648,                 1.6393,             8.4835e-05,             8.4835e-05,             8.4835e-05
                     31,                  1.825,                 3.3859,                 1.7838,                0.52777,                0.24326,                0.30667,                0.20511,                 1.6132,                 2.6073,                 1.6162,             8.3657e-05,             8.3657e-05,             8.3657e-05
                     32,                 1.7778,                 3.2757,                 1.7713,                  0.501,                0.25543,                 0.2996,                0.20188,                 1.6104,                 2.6009,                 1.6115,             8.2479e-05,             8.2479e-05,             8.2479e-05
                     33,                 1.7847,                 3.2653,                 1.7712,                0.59314,                0.23489,                0.29637,                0.20282,                 1.6046,                 2.5727,                 1.6106,             8.1301e-05,             8.1301e-05,             8.1301e-05
                     34,                 1.7883,                 3.2934,                 1.7566,                0.51602,                0.26198,                0.30439,                0.20834,                 1.5945,                 2.5268,                 1.6044,             8.0123e-05,             8.0123e-05,             8.0123e-05
                     35,                 1.7573,                 3.2852,                 1.7353,                0.45628,                0.29166,                0.32025,                0.22049,                 1.5841,                 2.4906,                 1.6009,             7.8945e-05,             7.8945e-05,             7.8945e-05
                     36,                 1.7923,                  3.218,                  1.771,                0.47817,                 0.2908,                0.31901,                0.22361,                 1.5784,                 2.4695,                 1.5992,             7.7766e-05,             7.7766e-05,             7.7766e-05
                     37,                 1.7908,                 3.1725,                 1.7078,                0.47044,                0.30919,                0.33292,                0.22991,                 1.5593,                 2.4214,                 1.5747,             7.6588e-05,             7.6588e-05,             7.6588e-05
                     38,                 1.7488,                 3.1391,                 1.7008,                0.55518,                0.29508,                0.34072,                0.23567,                 1.5412,                 2.3856,                 1.5537,              7.541e-05,              7.541e-05,              7.541e-05
                     39,                 1.7889,                 3.1535,                 1.7395,                0.62824,                0.26456,                0.36344,                0.24461,                 1.5426,                 2.3636,                 1.5506,             7.4232e-05,             7.4232e-05,             7.4232e-05
                     40,                 1.7488,                 3.1057,                 1.7128,                0.65617,                0.26128,                0.37119,                0.24966,                 1.5282,                 2.3527,                 1.5479,             7.3054e-05,             7.3054e-05,             7.3054e-05
                     41,                 1.7744,                 3.1368,                 1.7197,                0.47576,                0.31295,                0.37333,                0.25082,                  1.514,                 2.3169,                 1.5425,             7.1876e-05,             7.1876e-05,             7.1876e-05
                     42,                 1.7071,                 3.1988,                  1.714,                0.44984,                 0.3457,                0.38381,                0.25847,                 1.5023,                 2.2902,                 1.5357,             7.0698e-05,             7.0698e-05,             7.0698e-05
                     43,                 1.7483,                 3.0865,                 1.7442,                0.50912,                0.34432,                0.39061,                0.26182,                 1.4995,                 2.2853,                 1.5304,              6.952e-05,              6.952e-05,              6.952e-05
                     44,                 1.7237,                 3.0384,                 1.7188,                0.45205,                0.34415,                0.38376,                 0.2616,                 1.5056,                  2.267,                 1.5325,             6.8342e-05,             6.8342e-05,             6.8342e-05
                     45,                 1.7003,                 2.9853,                 1.6751,                0.46191,                0.34873,                0.39188,                0.26759,                 1.4949,                 2.2512,                 1.5277,             6.7164e-05,             6.7164e-05,             6.7164e-05
                     46,                 1.7798,                 3.1925,                 1.6729,                0.51466,                0.33498,                0.39807,                0.27473,                 1.4781,                 2.2341,                 1.5113,             6.5986e-05,             6.5986e-05,             6.5986e-05
                     47,                  1.679,                 2.9065,                 1.6469,                0.42241,                0.36424,                0.39987,                0.27443,                 1.4754,                 2.2089,                 1.5089,             6.4807e-05,             6.4807e-05,             6.4807e-05
                     48,                 1.7014,                 3.0123,                 1.6751,                0.47219,                 0.3548,                0.41014,                0.28078,                 1.4699,                 2.1836,                 1.5039,             6.3629e-05,             6.3629e-05,             6.3629e-05
                     49,                 1.7126,                 2.9806,                 1.7166,                0.47987,                 0.3441,                0.41299,                0.28287,                  1.448,                 2.1742,                 1.4981,             6.2451e-05,             6.2451e-05,             6.2451e-05
                     50,                 1.7601,                 2.9564,                 1.7053,                0.43341,                0.35416,                0.41048,                0.28355,                 1.4477,                 2.1758,                 1.4996,             6.1273e-05,             6.1273e-05,             6.1273e-05
                     51,                  1.686,                   3.04,                 1.6917,                0.40429,                0.37954,                0.41589,                0.28705,                  1.434,                 2.1801,                 1.4829,             6.0095e-05,             6.0095e-05,             6.0095e-05
                     52,                 1.6809,                 2.8897,                 1.6518,                0.45517,                0.37604,                0.41199,                0.28428,                 1.4286,                 2.1534,                 1.4766,             5.8917e-05,             5.8917e-05,             5.8917e-05
                     53,                 1.6533,                 2.8509,                  1.612,                0.45964,                0.38983,                0.41807,                0.28907,                 1.4197,                 2.1763,                 1.4687,             5.7739e-05,             5.7739e-05,             5.7739e-05
                     54,                 1.6762,                 2.8175,                 1.6552,                0.46125,                0.38002,                0.41188,                0.28487,                 1.4137,                 2.1567,                 1.4682,             5.6561e-05,             5.6561e-05,             5.6561e-05
                     55,                 1.6146,                 2.7983,                  1.623,                0.44521,                0.41407,                0.43163,                0.29888,                 1.3982,                  2.139,                 1.4543,             5.5383e-05,             5.5383e-05,             5.5383e-05
                     56,                 1.6623,                 2.9621,                 1.6657,                0.46662,                0.41291,                0.44035,                0.30394,                 1.3952,                 2.0976,                 1.4566,             5.4204e-05,             5.4204e-05,             5.4204e-05
                     57,                 1.6147,                  2.817,                 1.6071,                0.49003,                0.40487,                0.44632,                0.31217,                  1.377,                   2.08,                  1.448,             5.3026e-05,             5.3026e-05,             5.3026e-05
                     58,                 1.5894,                 2.7734,                 1.5946,                0.48422,                0.42355,                0.45033,                0.31822,                 1.3786,                 2.0741,                 1.4499,             5.1848e-05,             5.1848e-05,             5.1848e-05
                     59,                 1.6448,                 2.8775,                 1.6454,                0.45929,                0.43251,                0.45301,                0.32213,                 1.3701,                 2.0402,                 1.4472,              5.067e-05,              5.067e-05,              5.067e-05
                     60,                 1.7254,                 2.8891,                  1.686,                0.46995,                0.43697,                0.46594,                0.33153,                 1.3679,                 2.0456,                 1.4415,             4.9492e-05,             4.9492e-05,             4.9492e-05
                     61,                 1.6404,                 2.8517,                 1.6112,                0.43701,                0.45527,                 0.4673,                0.33335,                   1.37,                 2.0514,                 1.4403,             4.8314e-05,             4.8314e-05,             4.8314e-05
                     62,                 1.6424,                 2.8483,                 1.6484,                0.44898,                0.44604,                0.47243,                0.33656,                 1.3764,                 2.0503,                 1.4426,             4.7136e-05,             4.7136e-05,             4.7136e-05
                     63,                 1.6118,                 2.8237,                 1.6423,                0.43633,                 0.4455,                 0.4702,                0.33321,                 1.3731,                 2.0454,                  1.442,             4.5958e-05,             4.5958e-05,             4.5958e-05
                     64,                 1.5712,                 2.7856,                 1.6218,                 0.4577,                0.44305,                0.47711,                0.33856,                 1.3628,                 2.0478,                 1.4347,              4.478e-05,              4.478e-05,              4.478e-05
                     65,                 1.6037,                 2.7727,                 1.6305,                0.47673,                0.45546,                0.48281,                0.33917,                 1.3598,                 2.0358,                 1.4276,             4.3602e-05,             4.3602e-05,             4.3602e-05
                     66,                 1.5709,                 2.7572,                 1.5894,                0.52045,                 0.4436,                 0.4854,                0.34306,                 1.3583,                 2.0048,                 1.4208,             4.2423e-05,             4.2423e-05,             4.2423e-05
                     67,                 1.6454,                 2.6845,                 1.6019,                0.49423,                0.46744,                0.48535,                0.34489,                 1.3558,                 1.9836,                 1.4186,             4.1245e-05,             4.1245e-05,             4.1245e-05
                     68,                 1.5607,                 2.6686,                 1.5795,                0.47283,                0.47273,                 0.4819,                0.34253,                 1.3567,                 1.9839,                 1.4181,             4.0067e-05,             4.0067e-05,             4.0067e-05
                     69,                 1.6061,                 2.7005,                 1.5941,                0.45256,                 0.4647,                0.48052,                0.34135,                 1.3619,                 1.9912,                 1.4201,             3.8889e-05,             3.8889e-05,             3.8889e-05
                     70,                 1.6293,                 2.8053,                  1.608,                0.64735,                0.39789,                 0.4908,                0.35117,                 1.3525,                 1.9804,                 1.4138,             3.7711e-05,             3.7711e-05,             3.7711e-05
                     71,                 1.6582,                 2.9151,                 1.6198,                0.47816,                0.47791,                0.49483,                0.35684,                 1.3417,                 2.0011,                  1.409,             3.6533e-05,             3.6533e-05,             3.6533e-05
                     72,                 1.5672,                 2.6591,                 1.5954,                0.52835,                 0.4563,                0.49734,                0.35719,                 1.3458,                  2.027,                  1.412,             3.5355e-05,             3.5355e-05,             3.5355e-05
                     73,                 1.6346,                 2.6651,                 1.6207,                0.50393,                0.47329,                0.49674,                0.35746,                  1.347,                 2.0214,                 1.4134,             3.4177e-05,             3.4177e-05,             3.4177e-05
                     74,                 1.6591,                 2.7527,                  1.623,                0.51708,                0.47235,                0.49736,                 0.3589,                 1.3366,                 2.0419,                 1.4036,             3.2999e-05,             3.2999e-05,             3.2999e-05
                     75,                 1.5974,                 2.6294,                 1.5792,                0.49954,                 0.4686,                0.48929,                0.35337,                 1.3409,                 2.0471,                 1.4048,             3.1821e-05,             3.1821e-05,             3.1821e-05
                     76,                 1.5926,                 2.6277,                 1.5755,                0.49115,                0.46846,                0.49377,                0.35385,                 1.3374,                  2.021,                 1.4016,             3.0643e-05,             3.0643e-05,             3.0643e-05
                     77,                 1.6184,                 2.6669,                  1.608,                0.51698,                 0.4543,                0.49719,                0.35419,                 1.3297,                 2.0173,                 1.3979,             2.9464e-05,             2.9464e-05,             2.9464e-05
                     78,                 1.5627,                 2.6491,                 1.5747,                0.56303,                0.43378,                 0.4993,                0.36087,                 1.3183,                 1.9996,                 1.3947,             2.8286e-05,             2.8286e-05,             2.8286e-05
                     79,                 1.6274,                 2.7076,                 1.6191,                0.60325,                0.42295,                0.50573,                0.36726,                  1.312,                 1.9897,                 1.3918,             2.7108e-05,             2.7108e-05,             2.7108e-05
                     80,                 1.5609,                 2.6975,                  1.604,                0.63156,                0.43958,                0.51004,                0.37123,                 1.3096,                 2.0071,                 1.3901,              2.593e-05,              2.593e-05,              2.593e-05
                     81,                 1.5783,                 2.7241,                 1.5583,                0.65348,                0.42618,                0.51162,                0.36939,                 1.3095,                 2.0248,                 1.3897,             2.4752e-05,             2.4752e-05,             2.4752e-05
                     82,                 1.5738,                 2.6485,                 1.5735,                0.61416,                0.43666,                0.51414,                0.37247,                 1.3155,                 1.9925,                 1.3913,             2.3574e-05,             2.3574e-05,             2.3574e-05
                     83,                 1.5758,                 2.6304,                  1.596,                0.65743,                0.42935,                 0.5213,                0.38021,                 1.3034,                 1.9786,                  1.382,             2.2396e-05,             2.2396e-05,             2.2396e-05
                     84,                 1.4713,                 2.5133,                 1.5294,                0.67829,                  0.428,                 0.5165,                0.37685,                 1.3046,                  1.976,                 1.3809,             2.1218e-05,             2.1218e-05,             2.1218e-05
                     85,                 1.4967,                 2.6176,                 1.5305,                0.64864,                0.44537,                0.52057,                0.38024,                 1.2974,                 1.9619,                 1.3785,              2.004e-05,              2.004e-05,              2.004e-05
                     86,                 1.5732,                 2.5639,                 1.5712,                0.67095,                 0.4355,                0.52506,                0.38454,                 1.2931,                 1.9169,                  1.378,             1.8862e-05,             1.8862e-05,             1.8862e-05
                     87,                 1.5342,                  2.682,                 1.6129,                0.64498,                0.44728,                0.52612,                0.38562,                 1.2904,                 1.9199,                  1.377,             1.7683e-05,             1.7683e-05,             1.7683e-05
                     88,                 1.5951,                 2.5397,                 1.5951,                0.68736,                0.43031,                0.52542,                0.38542,                 1.2902,                 1.9134,                  1.376,             1.6505e-05,             1.6505e-05,             1.6505e-05
                     89,                 1.5771,                 2.6215,                 1.5917,                0.66528,                0.43613,                 0.5259,                 0.3825,                 1.2871,                 1.8923,                 1.3709,             1.5327e-05,             1.5327e-05,             1.5327e-05
                     90,                 1.5066,                 2.5921,                 1.5419,                0.66492,                0.43811,                0.52463,                0.38454,                 1.2903,                  1.918,                 1.3725,             1.4149e-05,             1.4149e-05,             1.4149e-05
                     91,                 1.5369,                 3.0081,                 1.5509,                 0.6749,                0.43283,                0.52846,                0.38412,                 1.2887,                 2.0591,                 1.3599,             1.2971e-05,             1.2971e-05,             1.2971e-05
                     92,                 1.6267,                 2.9911,                 1.5768,                0.68557,                0.44608,                0.52745,                0.38038,                 1.2992,                  2.166,                 1.3602,             1.1793e-05,             1.1793e-05,             1.1793e-05
                     93,                 1.5795,                  3.028,                 1.5586,                0.67062,                0.44357,                0.51998,                0.37668,                 1.2965,                 2.1794,                 1.3585,             1.0615e-05,             1.0615e-05,             1.0615e-05
                     94,                 1.5744,                 2.9783,                 1.5645,                  0.679,                0.44161,                0.51935,                0.37617,                 1.3091,                 2.2075,                 1.3649,             9.4367e-06,             9.4367e-06,             9.4367e-06
                     95,                  1.585,                 2.8989,                 1.5396,                0.68194,                0.43724,                 0.5212,                0.37724,                 1.3049,                 2.2243,                 1.3627,             8.2586e-06,             8.2586e-06,             8.2586e-06
                     96,                 1.5518,                 2.9592,                 1.5742,                0.67996,                0.45816,                0.52716,                 0.3814,                 1.3068,                 2.2773,                 1.3623,             7.0805e-06,             7.0805e-06,             7.0805e-06
                     97,                 1.5419,                 2.8944,                 1.5566,                0.68251,                0.46019,                0.52918,                 0.3819,                 1.3007,                 2.2893,                 1.3597,             5.9024e-06,             5.9024e-06,             5.9024e-06
                     98,                 1.5118,                 2.8616,                 1.5623,                0.64278,                0.46672,                0.52318,                0.37592,                 1.3088,                 2.2386,                 1.3615,             4.7243e-06,             4.7243e-06,             4.7243e-06
                     99,                 1.5112,                 2.9522,                 1.5273,                0.67566,                0.45635,                0.53081,                0.38302,                 1.3013,                 2.2427,                 1.3587,             3.5462e-06,             3.5462e-06,             3.5462e-06
                    100,                 1.5522,                 2.9926,                 1.5691,                0.66176,                0.45982,                0.52927,                0.38176,                  1.297,                 2.2636,                 1.3561,             2.3681e-06,             2.3681e-06,             2.3681e-06
